
0.071	0.699454	0.0354806	-0.00714467	0.498182	1.01891	-8.21277e-05	0.0712076	0.00505022	-0.000707573	0.994362	-0.00503705	0.0706285	0.532517	-0.00341758	1.00873	0.14252	-0.0298173	-0.157829	-0.141776	0.984341
0.072	0.699447	0.0359787	-0.00724705	0.498117	1.01944	-8.55917e-05	0.0722164	0.00519375	-0.000737809	0.994204	-0.00517982	0.0716126	0.540016	-0.00351075	1.00898	0.144543	-0.0306574	-0.159997	-0.143767	0.9839
0.073	0.69944	0.0364768	-0.0073495	0.498051	1.01999	-8.91495e-05	0.0732255	0.00533931	-0.000768892	0.994042	-0.00532458	0.0725963	0.547515	-0.00360502	1.00923	0.146565	-0.0315088	-0.162162	-0.145757	0.983452
0.074	0.699432	0.0369748	-0.00745202	0.497984	1.02054	-9.28021e-05	0.0742349	0.00548688	-0.000800831	0.993879	-0.00547134	0.0735795	0.555013	-0.00370038	1.00948	0.148589	-0.0323717	-0.164325	-0.147746	0.982999
0.075	0.699425	0.0374728	-0.00755461	0.497916	1.0211	-9.65506e-05	0.0752445	0.00563648	-0.000833639	0.993714	-0.00562008	0.0745623	0.562512	-0.00379681	1.00974	0.150613	-0.033246	-0.166485	-0.149736	0.98254
0.076	0.699417	0.0379706	-0.00765728	0.497847	1.02166	-0.000100396	0.0762544	0.00578811	-0.000867327	0.993546	-0.00577081	0.0755446	0.57001	-0.00389432	1.00999	0.152638	-0.0341316	-0.168644	-0.151725	0.982074
0.077	0.69941	0.0384685	-0.00776002	0.497777	1.02224	-0.00010434	0.0772645	0.00594176	-0.000901906	0.993377	-0.00592353	0.0765264	0.577509	-0.0039929	1.01026	0.154664	-0.0350287	-0.1708	-0.153714	0.981603
0.078	0.699402	0.0389662	-0.00786284	0.497707	1.02282	-0.000108382	0.0782749	0.00609744	-0.000937388	0.993205	-0.00607823	0.0775078	0.585007	-0.00409252	1.01052	0.15669	-0.0359371	-0.172953	-0.155702	0.981125
0.079	0.699394	0.0394639	-0.00796573	0.497635	1.02341	-0.000112525	0.0792855	0.00625514	-0.000973784	0.993031	-0.00623493	0.0784887	0.592506	-0.0041932	1.01079	0.158717	-0.0368568	-0.175104	-0.15769	0.980642
0.08	0.699386	0.0399615	-0.0080687	0.497563	1.024	-0.000116769	0.0802964	0.00641487	-0.00101111	0.992854	-0.00639362	0.0794691	0.600004	-0.00429491	1.01106	0.160745	-0.0377879	-0.177253	-0.159678	0.980152
0.081	0.699378	0.040459	-0.00817175	0.49749	1.02461	-0.000121115	0.0813076	0.00657663	-0.00104936	0.992676	-0.00655429	0.080449	0.607502	-0.00439765	1.01133	0.162773	-0.0387303	-0.179399	-0.161666	0.979657
